face_detected,head_tilt_angle,shoulder_position,posture_label
1,23.06,0.85,Distracted
1,13.38,0.83,Distracted
1,17.63,0.84,Distracted
1,28.88,0.9,Distracted
1,11.04,0.47,Distracted
0,23.61,0.12,Idle
0,27.51,0.1,Idle
1,23.43,0.6,Distracted
1,7.48,0.71,Working
1,20.32,0.86,Distracted
1,27.24,0.68,Distracted
1,26.07,0.49,Distracted
1,0.22,0.52,Distracted
1,22.03,0.8,Distracted
1,14.43,0.85,Distracted
1,7.81,0.49,Distracted
1,18.78,0.87,Distracted
0,32.12,0.3,Idle
1,9.63,0.43,Distracted
1,7.48,0.68,Distracted
1,20.02,0.94,Distracted
1,16.16,0.88,Distracted
1,12.11,0.93,Distracted
1,9.42,0.89,Working
1,13.31,0.97,Distracted
1,16.95,0.46,Distracted
1,25.21,0.66,Distracted
1,24.27,0.71,Distracted
1,4.1,0.92,Working
0,27.6,0.27,Idle
1,13.17,0.95,Distracted
1,3.8,0.87,Working
0,25.37,0.2,Idle
0,24.62,0.16,Idle
0,23.03,0.15,Idle
1,26.46,0.41,Distracted
1,3.6,0.91,Distracted
1,5.88,0.45,Distracted
1,8.0,0.57,Distracted
1,11.62,0.63,Distracted
1,16.2,0.4,Distracted
1,20.66,0.91,Distracted
0,33.53,0.2,Idle
1,17.68,0.74,Distracted
1,27.57,0.72,Distracted
1,10.63,0.73,Distracted
1,22.94,0.77,Distracted
1,0.85,0.46,Distracted
0,21.6,0.19,Idle
1,29.75,0.45,Distracted
1,4.42,0.5,Working
0,35.94,0.31,Idle
1,28.21,0.72,Distracted
1,26.4,0.57,Distracted
0,24.95,0.31,Idle
1,0.23,0.72,Working
0,24.25,0.22,Idle
1,18.68,0.5,Working
1,8.41,0.66,Distracted
1,14.21,0.77,Distracted
0,26.51,0.13,Idle
1,24.07,0.9,Distracted
1,19.83,0.94,Working
1,13.73,0.65,Distracted
0,29.1,0.4,Idle
1,20.76,0.75,Distracted
0,38.94,0.26,Idle
1,16.54,0.75,Distracted
1,29.66,0.8,Distracted
0,25.89,0.35,Idle
1,13.32,0.6,Distracted
1,6.96,0.6,Distracted
1,29.24,0.76,Distracted
1,7.27,0.92,Working
1,23.06,0.91,Distracted
1,16.87,0.58,Distracted
1,18.4,0.61,Distracted
1,25.25,0.67,Distracted
1,2.02,0.95,Working
0,27.56,0.25,Idle
1,14.15,0.43,Distracted
1,9.04,0.89,Working
1,29.93,0.81,Distracted
1,8.28,0.63,Distracted
1,20.28,0.99,Distracted
0,26.31,0.16,Idle
1,7.55,0.52,Distracted
1,21.71,0.43,Distracted
0,28.76,0.37,Idle
1,2.8,0.79,Working
1,10.27,0.87,Distracted
1,10.78,0.46,Distracted
0,26.75,0.26,Idle
1,8.9,0.88,Working
1,4.06,0.65,Distracted
0,38.31,0.32,Idle
1,25.07,0.59,Distracted
1,9.77,0.55,Distracted
1,23.41,0.75,Distracted
1,3.5,0.91,Working
1,18.77,0.51,Distracted
1,12.75,0.84,Distracted
1,11.0,0.66,Distracted
1,20.49,0.6,Distracted
1,6.97,0.81,Working
1,12.25,0.61,Distracted
1,5.82,0.91,Distracted
1,25.02,0.82,Distracted
0,31.74,0.33,Idle
1,0.04,0.89,Working
1,29.42,0.86,Distracted
1,13.4,0.59,Distracted
0,38.63,0.23,Idle
1,17.8,0.44,Distracted
0,36.07,0.36,Idle
1,2.23,0.69,Distracted
0,38.81,0.34,Idle
1,0.88,0.44,Distracted
1,28.98,0.75,Distracted
1,6.85,0.92,Working
1,26.33,0.41,Distracted
1,5.83,0.9,Working
1,15.95,0.96,Distracted
1,0.3,0.73,Working
1,16.89,0.86,Distracted
1,10.38,0.62,Distracted
1,13.8,0.97,Distracted
0,34.46,0.21,Idle
1,3.73,0.85,Working
1,26.11,0.85,Distracted
1,0.53,0.56,Distracted
1,26.05,0.49,Distracted
1,22.36,0.92,Distracted
0,29.63,0.38,Idle
1,8.3,0.47,Distracted
1,29.79,0.96,Distracted
1,26.4,0.68,Distracted
1,6.35,0.96,Working
1,16.25,0.96,Distracted
1,17.89,0.78,Distracted
1,24.15,0.87,Distracted
1,23.51,0.85,Distracted
1,29.29,0.41,Distracted
1,17.79,0.52,Distracted
1,23.22,0.66,Distracted
1,3.86,0.9,Working
1,17.13,0.91,Distracted
1,1.9,0.97,Working
1,24.48,0.92,Distracted
1,19.56,0.91,Distracted
1,4.12,0.64,Distracted
1,22.42,0.46,Distracted
1,21.81,0.43,Distracted
0,27.08,0.32,Idle
1,29.9,0.58,Distracted
1,10.39,0.7,Distracted
1,18.23,0.55,Distracted
1,23.61,0.41,Distracted
1,8.16,0.69,Distracted
1,1.46,0.69,Distracted
1,3.38,0.56,Distracted
1,5.04,0.85,Working
1,5.48,0.51,Distracted
1,29.67,0.47,Distracted
1,19.83,0.96,Distracted
1,5.25,0.73,Working
1,19.37,0.7,Distracted
1,2.86,0.82,Working
1,9.56,0.57,Distracted
0,35.88,0.25,Idle
1,7.43,0.54,Distracted
1,7.74,0.53,Distracted
1,20.1,0.49,Distracted
1,15.44,0.64,Distracted
1,7.35,0.84,Distracted
1,17.1,0.96,Distracted
1,15.37,0.9,Distracted
1,0.61,0.63,Distracted
1,17.82,0.93,Distracted
1,26.32,0.94,Distracted
0,37.55,0.14,Idle
1,29.13,0.51,Distracted
1,0.9,0.88,Working
1,28.19,0.88,Distracted
0,34.99,0.12,Idle
1,5.26,0.92,Working
1,11.1,0.44,Distracted
1,2.52,0.43,Distracted
1,26.58,0.98,Distracted
1,2.55,0.57,Distracted
1,14.75,0.47,Distracted
1,12.6,0.64,Distracted
0,26.85,0.4,Idle
1,7.07,0.76,Working
1,15.73,0.88,Distracted
1,0.4,0.94,Working
1,4.67,0.97,Working
1,11.85,0.55,Distracted
1,1.45,0.83,Working
1,16.95,0.82,Distracted
0,37.79,0.3,Idle
1,15.68,0.44,Distracted
1,7.21,0.58,Distracted
0,24.88,0.18,Idle
0,26.8,0.11,Idle
1,26.61,0.94,Distracted
0,28.47,0.25,Idle
0,33.26,0.24,Idle
1,16.53,0.56,Distracted
1,17.05,0.71,Distracted
1,1.21,0.98,Working
0,33.81,0.22,Idle
1,27.03,0.69,Distracted
0,39.18,0.14,Idle
1,16.08,0.94,Distracted
1,20.55,0.51,Distracted
1,8.98,0.88,Distracted
1,18.58,0.86,Distracted
0,34.33,0.28,Idle
0,35.93,0.17,Idle
1,6.68,0.71,Working
0,28.67,0.11,Idle
1,4.48,0.47,Distracted
1,24.58,0.5,Distracted
1,23.08,0.85,Distracted
0,32.51,0.34,Idle
1,23.94,0.96,Distracted
1,3.92,0.52,Distracted
1,9.86,0.7,Distracted
0,30.83,0.34,Idle
1,22.0,0.58,Distracted
0,22.17,0.18,Idle
0,38.43,0.26,Idle
1,10.56,0.79,Distracted
1,23.15,0.86,Distracted
1,7.03,0.82,Working
1,4.02,0.54,Distracted
1,24.3,0.75,Distracted
1,2.85,0.58,Distracted
0,22.12,0.4,Idle
1,7.35,0.89,Working
1,9.73,0.69,Distracted
1,11.91,0.93,Distracted
1,4.04,0.63,Distracted
1,1.76,0.77,Working
0,36.52,0.32,Idle
1,25.81,0.41,Distracted
1,2.87,0.71,Working
0,22.82,0.3,Idle
0,28.43,0.24,Idle
1,28.44,0.57,Distracted
1,8.27,0.58,Distracted
1,19.25,0.55,Distracted
1,27.21,0.74,Distracted
1,13.94,0.56,Distracted
1,2.5,0.96,Working
1,10.08,0.82,Distracted
1,23.75,0.66,Distracted
1,15.2,0.42,Distracted
0,27.71,0.27,Idle
1,16.2,0.8,Working
1,6.6,0.66,Distracted
0,21.91,0.39,Idle
1,13.99,0.86,Distracted
1,23.5,0.63,Distracted
0,21.56,0.32,Idle
1,13.93,0.89,Distracted
1,7.14,0.93,Working
1,8.95,0.42,Distracted
1,2.04,0.46,Distracted
1,11.55,0.87,Distracted
0,28.02,0.27,Idle
1,9.67,0.65,Distracted
1,20.61,0.55,Distracted
1,4.39,0.98,Working
1,3.06,0.78,Working
1,28.41,0.47,Distracted
1,20.99,0.54,Distracted
1,16.37,0.44,Distracted
0,38.26,0.28,Idle
1,10.87,0.78,Distracted
1,24.29,0.68,Distracted
0,29.05,0.35,Idle
0,24.95,0.31,Idle
1,26.85,0.88,Distracted
1,23.58,0.67,Distracted
1,28.02,0.73,Distracted
1,6.66,0.48,Distracted
1,29.44,0.89,Working
1,9.33,0.97,Working
1,17.35,0.93,Distracted
1,1.24,0.55,Distracted
1,6.24,0.8,Working
1,5.82,0.88,Working
1,10.46,0.86,Distracted
1,27.87,0.55,Distracted
1,15.32,0.78,Distracted
0,22.59,0.35,Idle
1,8.5,0.84,Working
0,37.74,0.32,Idle
0,25.57,0.13,Idle
0,35.8,0.1,Idle
1,26.1,0.48,Distracted
1,14.96,0.62,Distracted
1,18.59,0.64,Distracted
1,15.85,0.67,Distracted
1,4.96,0.5,Distracted
1,21.5,0.41,Distracted
1,0.75,0.86,Working
0,22.09,0.14,Idle
1,1.14,1.0,Working
1,22.21,0.93,Distracted
1,25.62,0.63,Distracted
1,1.51,0.8,Working
0,35.11,0.3,Idle
1,22.85,0.54,Distracted
1,13.74,0.55,Distracted
1,15.74,0.49,Distracted
1,20.89,0.47,Distracted
1,4.82,0.56,Distracted
1,2.06,0.82,Working
1,25.0,0.77,Distracted
0,27.96,0.35,Idle
1,14.18,0.69,Distracted
1,14.77,0.68,Distracted
1,12.51,0.41,Distracted
1,23.29,0.62,Distracted
0,26.34,0.34,Idle
1,14.07,0.56,Distracted
1,2.86,0.78,Working
1,15.83,0.62,Distracted
1,20.45,0.61,Distracted
1,3.65,0.91,Working
1,26.67,0.95,Distracted
0,37.47,0.15,Idle
1,12.28,0.92,Distracted
1,3.92,0.91,Working
1,12.12,0.43,Distracted
1,0.95,0.45,Distracted
1,20.36,0.46,Distracted
1,4.3,0.96,Working
1,14.99,0.81,Distracted
1,0.4,0.42,Distracted
1,3.4,0.75,Working
1,17.85,0.57,Distracted
1,13.24,0.47,Distracted
1,4.35,0.77,Working
1,14.09,0.71,Distracted
1,17.63,0.85,Distracted
0,26.07,0.16,Idle
1,16.8,0.91,Distracted
1,23.46,0.85,Distracted
1,10.64,0.55,Distracted
1,6.23,0.64,Distracted
1,28.9,0.5,Distracted
1,10.16,0.74,Distracted
1,5.11,0.55,Distracted
1,12.22,0.93,Distracted
1,16.19,0.85,Distracted
0,20.15,0.3,Idle
1,2.16,0.62,Distracted
1,16.83,0.45,Distracted
1,17.49,0.49,Distracted
1,26.54,0.52,Distracted
1,19.74,0.99,Distracted
1,23.79,0.92,Distracted
1,13.65,0.95,Distracted
1,0.34,0.97,Working
1,7.66,0.92,Working
1,14.1,0.46,Distracted
0,33.31,0.2,Idle
1,6.76,0.47,Distracted
1,21.92,0.99,Distracted
1,17.71,0.67,Distracted
1,19.04,0.92,Distracted
1,1.54,0.68,Distracted
1,28.69,0.62,Distracted
1,14.06,0.92,Distracted
1,3.57,0.79,Working
1,27.3,0.59,Distracted
1,17.4,0.75,Distracted
0,21.04,0.11,Idle
1,28.34,0.77,Distracted
1,15.96,0.43,Distracted
1,23.69,0.41,Distracted
1,0.28,0.94,Working
1,12.36,0.79,Distracted
0,39.05,0.22,Idle
1,18.25,0.82,Distracted
1,24.84,0.76,Distracted
1,6.0,0.63,Distracted
1,1.89,0.74,Working
1,11.76,0.66,Distracted
1,14.02,0.87,Distracted
0,29.58,0.37,Idle
1,4.46,0.44,Distracted
0,38.94,0.24,Idle
1,22.03,0.46,Distracted
1,17.16,0.72,Distracted
1,18.2,0.75,Distracted
1,16.89,0.45,Distracted
1,16.16,0.79,Distracted
1,25.24,0.49,Distracted
1,24.93,0.8,Distracted
1,23.54,0.49,Distracted
1,15.0,0.82,Distracted
1,19.96,0.79,Distracted
1,17.51,0.64,Distracted
1,14.87,0.59,Distracted
1,22.33,0.93,Distracted
1,5.22,0.72,Working
0,27.16,0.37,Idle
1,12.05,0.68,Distracted
1,21.51,0.82,Distracted
1,16.3,0.62,Distracted
1,18.55,0.98,Distracted
0,33.03,0.31,Idle
1,6.35,0.78,Working
1,3.42,0.92,Working
1,16.06,0.96,Distracted
1,1.86,0.52,Distracted
0,36.54,0.15,Idle
1,29.28,0.87,Distracted
1,6.71,1.0,Working
1,11.98,0.45,Distracted
1,19.62,0.47,Distracted
0,35.08,0.26,Idle
1,20.36,0.78,Distracted
0,23.34,0.12,Idle
0,39.21,0.36,Idle
1,28.32,0.7,Distracted
1,6.61,0.78,Working
1,21.77,0.52,Distracted
1,1.17,0.88,Working
1,12.38,0.65,Working
1,8.1,0.85,Working
1,29.66,0.91,Distracted
0,26.24,0.12,Idle
1,28.88,0.48,Distracted
1,18.72,0.48,Distracted
1,8.03,0.41,Distracted
1,22.17,0.63,Distracted
0,22.55,0.26,Idle
1,14.37,0.53,Distracted
1,20.18,0.73,Distracted
1,8.88,0.77,Working
1,18.85,0.93,Distracted
1,29.44,0.97,Distracted
0,23.16,0.21,Idle
1,15.53,0.49,Distracted
1,15.81,0.44,Distracted
1,5.83,0.73,Working
1,5.03,0.68,Distracted
1,3.09,0.99,Working
0,25.48,0.36,Idle
1,13.0,0.83,Distracted
0,20.98,0.24,Idle
1,14.09,0.43,Distracted
1,21.65,0.6,Distracted
0,38.7,0.38,Idle
0,23.66,0.2,Idle
1,18.47,0.4,Distracted
0,32.68,0.14,Idle
1,21.53,0.7,Distracted
1,10.44,0.73,Distracted
1,6.39,0.66,Distracted
1,9.03,0.73,Working
1,5.38,0.92,Working
0,26.18,0.36,Idle
1,14.14,0.66,Distracted
0,30.28,0.27,Idle
0,23.95,0.19,Idle
1,4.63,0.57,Distracted
0,33.75,0.39,Idle
0,22.29,0.14,Idle
1,24.8,0.56,Distracted
1,25.39,0.68,Distracted
1,13.0,0.52,Distracted
1,24.37,0.58,Distracted
1,28.88,0.42,Distracted
1,14.78,0.79,Distracted
1,3.15,0.96,Working
1,5.95,0.77,Working
0,34.95,0.31,Idle
1,18.38,0.94,Distracted
1,27.06,0.93,Distracted
1,12.33,0.95,Distracted
1,29.83,0.96,Distracted
1,1.04,0.95,Working
0,34.97,0.17,Idle
1,25.94,0.63,Distracted
1,6.64,0.81,Working
0,24.52,0.2,Idle
0,37.16,0.33,Idle
1,9.95,0.63,Distracted
1,21.96,1.0,Distracted
0,21.51,0.29,Idle
0,35.71,0.34,Idle
0,23.57,0.15,Idle
1,28.74,0.51,Distracted
0,32.29,0.11,Idle
1,16.65,0.95,Distracted
1,19.69,0.42,Distracted
1,13.13,0.76,Distracted
1,15.53,0.75,Distracted
1,19.77,0.6,Distracted
1,18.48,0.81,Distracted
1,16.33,0.46,Distracted
1,19.72,0.47,Distracted
0,26.27,0.31,Idle
0,33.26,0.21,Idle
0,27.75,0.28,Idle
0,26.54,0.2,Idle
1,18.64,0.63,Distracted
1,19.3,0.58,Distracted
1,22.45,0.57,Distracted
1,29.12,0.75,Distracted
1,29.8,0.41,Distracted
1,9.15,0.96,Working
1,20.49,0.54,Distracted
1,2.6,0.86,Working
0,33.62,0.24,Idle
1,26.98,0.83,Distracted
1,1.53,0.57,Distracted
1,1.6,0.51,Distracted
0,21.27,0.26,Idle
1,1.91,0.95,Working
1,17.58,0.77,Distracted
0,21.46,0.15,Idle
1,22.7,0.53,Distracted
1,5.09,0.48,Distracted
0,31.46,0.28,Idle
1,10.0,0.91,Distracted
1,22.79,0.95,Distracted
1,17.13,0.69,Distracted
1,13.59,0.94,Distracted
1,22.22,0.93,Distracted
1,18.37,0.81,Distracted
1,9.02,0.78,Working
1,27.97,0.4,Distracted
1,6.76,0.41,Distracted
1,0.66,0.67,Distracted
1,10.67,0.74,Distracted
1,7.25,0.42,Distracted
1,28.11,0.56,Distracted
1,8.75,0.68,Distracted
1,13.69,0.77,Distracted
0,32.22,0.32,Idle
0,30.32,0.14,Idle
1,1.82,0.7,Distracted
1,7.89,0.85,Working
1,29.36,0.44,Distracted
1,4.16,0.81,Working
1,14.38,0.53,Distracted
0,30.9,0.25,Idle
1,5.7,0.49,Distracted
1,13.45,0.99,Distracted
0,30.37,0.38,Idle
1,14.34,0.67,Distracted
0,21.44,0.34,Idle
1,20.17,0.97,Distracted
1,28.75,0.72,Distracted
0,25.15,0.34,Idle
0,33.76,0.39,Idle
1,29.79,0.95,Distracted
1,9.75,0.71,Working
1,26.31,0.73,Distracted
1,15.82,0.92,Distracted
0,31.5,0.19,Idle
1,27.7,0.81,Distracted
1,5.68,0.47,Working
1,16.1,0.44,Distracted
1,19.37,0.8,Distracted
1,9.34,0.71,Working
0,21.31,0.19,Idle
1,17.12,0.64,Distracted
0,23.58,0.3,Idle
1,6.94,0.65,Distracted
0,38.44,0.15,Idle
0,29.88,0.3,Idle
1,17.98,0.52,Distracted
1,11.43,0.72,Distracted
1,27.99,0.61,Distracted
1,9.25,0.75,Working
1,20.18,0.84,Distracted
0,34.68,0.22,Idle
1,16.48,0.44,Distracted
1,7.57,0.69,Distracted
0,20.29,0.22,Idle
1,18.05,0.43,Working
1,1.41,0.93,Working
0,31.33,0.2,Idle
1,19.07,0.49,Distracted
1,6.46,0.66,Distracted
1,18.45,0.42,Distracted
1,18.14,0.49,Distracted
1,6.6,0.7,Distracted
1,6.32,0.79,Working
1,17.81,0.73,Distracted
0,36.84,0.27,Idle
1,19.49,0.73,Distracted
0,22.77,0.24,Idle
1,5.9,0.72,Working
1,0.33,0.78,Working
1,26.77,0.9,Distracted
1,26.72,0.69,Distracted
1,8.91,0.88,Working
1,4.3,0.75,Working
1,29.24,0.54,Distracted
1,4.55,0.73,Working
1,22.46,0.81,Distracted
0,31.64,0.17,Idle
1,26.44,0.57,Distracted
1,18.8,0.87,Distracted
1,19.66,0.54,Distracted
1,18.08,0.94,Distracted
0,27.37,0.25,Idle
1,19.67,0.49,Distracted
1,10.33,0.56,Distracted
1,14.04,0.96,Distracted
1,29.16,0.76,Distracted
1,7.98,0.57,Distracted
1,17.75,0.57,Distracted
1,7.82,0.7,Distracted
0,28.33,0.17,Idle
1,16.59,0.56,Distracted
1,5.3,0.62,Distracted
1,29.31,0.92,Distracted
1,19.2,0.75,Distracted
1,12.9,0.94,Distracted
1,0.37,0.81,Working
1,19.86,0.98,Distracted
1,22.68,0.5,Distracted
1,27.12,0.43,Distracted
1,2.59,0.75,Working
1,17.3,0.57,Distracted
1,26.01,0.92,Distracted
1,18.15,0.5,Distracted
1,0.39,0.67,Distracted
0,36.85,0.32,Idle
1,5.71,0.7,Distracted
1,26.42,0.99,Distracted
1,15.33,0.81,Distracted
1,2.02,0.91,Working
0,32.5,0.27,Idle
1,0.91,0.57,Distracted
1,5.74,0.76,Working
1,18.07,0.43,Distracted
0,34.43,0.33,Idle
1,23.17,0.62,Distracted
0,38.88,0.18,Idle
1,4.72,0.94,Distracted
1,14.89,0.59,Distracted
0,23.34,0.26,Idle
1,10.85,0.81,Distracted
0,21.99,0.21,Idle
1,27.21,0.52,Distracted
1,24.3,0.7,Distracted
0,30.84,0.15,Idle
1,13.57,0.65,Distracted
1,6.38,0.67,Distracted
0,27.63,0.36,Idle
1,2.21,0.9,Working
1,26.82,0.41,Distracted
1,5.64,0.87,Working
1,3.92,0.95,Working
1,3.84,0.46,Distracted
0,22.65,0.39,Idle
1,18.11,0.77,Distracted
1,6.11,0.89,Working
1,22.4,0.75,Distracted
1,7.99,0.64,Distracted
1,18.65,0.66,Distracted
1,27.35,0.81,Distracted
1,26.58,0.4,Distracted
1,8.68,0.64,Distracted
1,17.13,0.75,Distracted
1,19.38,0.83,Distracted
1,14.68,0.81,Distracted
0,37.35,0.27,Idle
1,6.33,0.68,Distracted
1,8.67,0.84,Working
1,16.51,0.7,Distracted
0,35.95,0.36,Idle
1,20.84,0.83,Distracted
1,13.28,0.76,Distracted
1,2.24,0.72,Working
1,28.94,0.7,Distracted
0,36.16,0.38,Idle
1,26.37,0.43,Distracted
1,24.25,0.79,Distracted
0,25.13,0.36,Idle
1,11.1,0.68,Distracted
0,39.13,0.27,Idle
1,28.71,0.99,Distracted
1,27.4,0.8,Distracted
1,5.83,0.65,Distracted
1,10.17,0.52,Distracted
1,12.2,0.42,Distracted
0,33.8,0.19,Idle
1,29.51,0.9,Distracted
1,23.25,0.76,Distracted
1,19.82,0.84,Distracted
0,33.08,0.14,Idle
1,7.43,0.6,Distracted
0,23.12,0.3,Idle
1,27.69,0.62,Distracted
0,26.9,0.39,Idle
1,29.01,0.56,Distracted
0,31.0,0.14,Idle
1,19.46,0.73,Distracted
1,23.73,0.41,Distracted
1,7.45,0.98,Working
0,26.91,0.16,Idle
1,2.31,0.69,Distracted
0,30.67,0.3,Idle
1,5.53,0.63,Distracted
0,24.54,0.32,Idle
1,15.55,0.95,Distracted
1,2.32,0.49,Distracted
1,26.33,0.99,Distracted
1,17.2,0.42,Distracted
0,31.13,0.25,Idle
1,20.22,0.89,Distracted
1,4.77,0.57,Distracted
0,26.04,0.34,Idle
1,29.67,0.84,Distracted
1,15.7,0.91,Distracted
0,36.1,0.25,Idle
1,28.13,0.92,Distracted
1,13.96,0.55,Distracted
0,32.43,0.34,Idle
1,0.64,0.62,Distracted
1,26.01,0.51,Distracted
1,24.15,0.48,Distracted
1,5.38,0.65,Distracted
1,13.97,0.88,Distracted
1,22.25,0.96,Distracted
1,17.51,0.71,Distracted
0,23.53,0.28,Idle
0,26.69,0.11,Idle
1,11.37,0.8,Distracted
1,24.73,0.7,Distracted
0,25.42,0.13,Idle
1,15.72,0.66,Distracted
1,29.87,0.46,Distracted
1,18.25,0.53,Distracted
1,19.28,0.94,Distracted
1,9.27,0.66,Distracted
1,12.68,0.51,Distracted
1,26.78,0.83,Distracted
1,5.64,0.93,Working
1,10.12,0.64,Distracted
1,4.13,0.73,Working
1,0.95,0.45,Distracted
0,39.06,0.32,Idle
1,25.63,0.45,Distracted
0,39.8,0.36,Idle
1,19.93,0.99,Distracted
0,25.93,0.29,Idle
1,8.32,0.89,Working
1,0.73,0.78,Working
1,4.8,0.76,Working
0,30.76,0.39,Idle
1,18.77,0.86,Distracted
1,5.99,0.71,Working
1,4.01,0.99,Working
1,13.24,0.89,Distracted
1,23.29,0.59,Distracted
1,0.17,0.5,Distracted
1,16.55,0.63,Distracted
1,24.95,0.82,Distracted
1,18.7,0.44,Distracted
1,0.73,0.84,Working
1,6.28,0.64,Distracted
0,27.73,0.29,Idle
1,18.3,0.96,Distracted
1,4.56,0.63,Distracted
1,11.35,0.67,Distracted
1,27.75,0.82,Distracted
1,28.53,0.86,Distracted
0,33.66,0.23,Idle
1,7.54,0.48,Distracted
1,2.34,0.59,Working
1,23.34,0.82,Distracted
1,17.77,0.72,Distracted
1,21.77,0.51,Distracted
1,5.3,0.49,Distracted
1,29.62,0.61,Distracted
0,21.14,0.26,Idle
1,20.27,0.88,Distracted
1,5.7,0.48,Distracted
0,21.67,0.32,Idle
1,14.49,0.66,Distracted
0,36.06,0.32,Idle
1,4.53,0.55,Distracted
1,8.76,0.66,Distracted
1,6.17,0.84,Working
1,27.45,0.76,Distracted
1,17.47,0.93,Distracted
1,11.65,0.93,Distracted
1,3.21,0.51,Distracted
0,25.72,0.38,Idle
1,6.99,0.71,Working
1,29.57,0.74,Distracted
0,33.5,0.1,Idle
1,5.78,0.44,Distracted
0,25.58,0.39,Idle
1,5.85,0.87,Working
0,27.24,0.35,Idle
1,16.12,0.9,Distracted
1,0.29,0.67,Distracted
1,7.03,0.75,Working
1,20.07,0.72,Distracted
1,29.27,0.96,Distracted
1,23.02,0.59,Distracted
1,16.45,0.7,Distracted
1,4.45,0.84,Working
1,25.56,0.95,Distracted
1,21.17,0.99,Distracted
0,35.26,0.1,Idle
0,34.09,0.37,Idle
1,14.85,0.61,Distracted
1,9.2,0.9,Working
0,23.41,0.12,Idle
1,23.13,0.94,Distracted
1,2.65,0.62,Distracted
1,18.79,0.93,Distracted
0,35.78,0.4,Idle
0,23.16,0.36,Idle
1,4.27,0.74,Working
1,0.56,0.54,Distracted
1,9.92,0.53,Distracted
1,9.12,0.69,Distracted
1,13.86,0.49,Distracted
1,20.51,0.57,Distracted
1,18.2,0.7,Working
1,7.4,0.98,Working
0,26.51,0.1,Idle
1,23.25,0.81,Distracted
1,18.84,0.87,Distracted
1,1.61,0.8,Working
1,8.06,0.44,Distracted
1,26.47,0.86,Distracted
1,4.57,0.98,Working
1,13.46,0.73,Distracted
1,11.49,0.63,Distracted
0,32.66,0.38,Idle
1,28.54,0.96,Distracted
1,18.95,0.41,Distracted
0,32.07,0.28,Idle
1,24.08,0.72,Distracted
1,25.67,0.95,Distracted
1,8.61,0.96,Working
1,3.15,0.91,Working
0,39.74,0.19,Idle
0,38.56,0.17,Idle
1,6.89,0.91,Working
1,23.63,0.57,Working
0,38.2,0.27,Idle
1,11.31,0.44,Distracted
1,6.65,0.41,Distracted
1,21.51,0.99,Distracted
1,14.76,0.84,Distracted
1,4.72,0.52,Distracted
1,21.36,0.64,Distracted
1,2.54,0.59,Distracted
0,23.65,0.32,Idle
1,5.79,0.49,Distracted
0,33.53,0.28,Idle
1,3.44,0.77,Working
0,34.25,0.24,Idle
1,0.91,0.6,Distracted
1,14.77,0.94,Distracted
1,8.34,0.95,Working
0,23.55,0.19,Idle
1,6.07,1.0,Working
1,7.58,0.52,Distracted
0,27.02,0.19,Idle
1,20.0,0.59,Distracted
1,20.31,0.47,Distracted
1,25.3,0.99,Distracted
1,18.92,0.71,Distracted
0,27.14,0.39,Idle
1,6.73,0.46,Distracted
1,20.37,0.42,Distracted
1,9.65,0.47,Distracted
1,0.01,0.89,Working
1,15.09,0.77,Distracted
1,6.76,0.78,Working
1,13.14,0.69,Distracted
1,5.19,0.96,Working
1,25.51,0.9,Distracted
1,13.14,0.74,Distracted
1,2.31,0.91,Working
1,19.58,0.82,Distracted
1,5.65,0.47,Distracted
1,17.5,0.6,Distracted
1,6.56,0.94,Working
1,15.18,0.52,Distracted
1,1.54,0.51,Distracted
1,8.82,0.57,Distracted
0,31.99,0.37,Idle
1,19.72,0.47,Distracted
0,35.21,0.12,Idle
1,12.03,0.79,Distracted
1,14.51,0.63,Distracted
1,9.56,0.55,Distracted
1,25.87,0.91,Distracted
1,11.35,0.76,Distracted
1,0.69,0.86,Working
1,9.8,0.87,Working
1,20.45,0.91,Distracted
1,22.79,0.91,Working
0,37.39,0.38,Idle
0,36.54,0.38,Idle
1,29.01,0.92,Distracted
1,2.3,0.68,Distracted
1,8.99,0.51,Distracted
1,27.43,0.85,Distracted
1,22.77,0.65,Distracted
0,24.13,0.32,Idle
1,3.65,0.72,Working
1,21.93,0.7,Working
0,29.31,0.14,Idle
1,14.41,0.82,Distracted
1,16.88,0.48,Distracted
1,3.24,0.97,Working
1,4.39,0.46,Distracted
0,28.69,0.26,Idle
0,32.75,0.25,Idle
1,26.89,0.9,Distracted
0,31.3,0.29,Idle
1,19.34,0.52,Distracted
1,19.37,0.55,Distracted
0,23.41,0.24,Idle
1,27.8,0.41,Distracted
1,13.46,0.94,Distracted
1,5.71,0.72,Working
0,22.0,0.31,Idle
1,16.72,0.62,Distracted
1,24.95,0.7,Distracted
0,27.04,0.17,Idle
1,12.45,0.9,Distracted
1,25.74,0.81,Distracted
1,9.64,0.98,Working
0,27.54,0.21,Idle
0,30.01,0.16,Idle
1,1.07,0.47,Distracted
1,2.73,0.49,Distracted
1,11.94,0.72,Distracted
0,29.98,0.11,Idle
1,15.88,0.79,Distracted
1,27.63,0.74,Distracted
0,34.84,0.35,Idle
1,7.0,0.81,Working
1,7.6,0.42,Distracted
0,25.7,0.34,Idle
0,32.14,0.31,Idle
1,28.29,0.79,Distracted
1,7.16,0.46,Distracted
0,36.72,0.21,Idle
1,6.23,0.74,Working
1,27.26,0.74,Distracted
1,9.14,0.53,Distracted
